replicate,year,species,abundance
annually burned,1999,psorescu,0.05
annually burned,1999,raticolu,0.05
annually burned,1999,ruelhumi,0.9
annually burned,1999,salvpitc,3.55
annually burned,1999,schrnutt,0.325
annually burned,1999,seneplat,0.025
annually burned,1999,vernbald,0.95
annually burned,1999,euphnuta,0.025
annually burned,1999,andrscop,34.125
annually burned,1999,bouthirs,0.175
annually burned,1999,carebrev,0.1
annually burned,1999,careheli,1.75
annually burned,1999,caremead,0.125
annually burned,1999,miraalbi,0.025
annually burned,2000,achimill,0.025
annually burned,2000,ambrpsil,1.875
annually burned,2000,amorcane,7.125
annually burned,2000,andrgera,39.25
annually burned,2000,arteludo,0.1
annually burned,2000,asclsten,0.05
annually burned,2000,asclvert,0.1
annually burned,2000,asclvird,0.375
annually burned,2000,asteeric,1.875
annually burned,2000,asteoblo,0.5
annually burned,2000,asteseri,0.05
annually burned,2000,baptbrac,0.35
annually burned,2000,boutcurt,1.625
annually burned,2000,boutgrac,0.65
annually burned,2000,callinvo,0.025
annually burned,2000,ceanherb,1.675
annually burned,2000,cirsundu,0.275
annually burned,2000,dicholig,0.475
annually burned,2000,eragspec,0.2
annually burned,2000,koelpyra,0.425
annually burned,2000,panivirg,3.475
annually burned,2000,rosaarka,0.15
annually burned,2000,sorgnuta,13.8
annually burned,2000,sporaspe,0.4
annually burned,2000,sporhete,0.65
annually burned,2000,erigstri,0.4
annually burned,2000,kuhneupa,1.325
annually burned,2000,lespcapi,0.175
annually burned,2000,dalecand,0.175
annually burned,2000,dalepurp,0.175
annually burned,2000,physpumi,0.225
annually burned,2000,psorescu,0.05
annually burned,2000,raticolu,0.075
annually burned,2000,ruelhumi,0.775
annually burned,2000,salvpitc,3.6
annually burned,2000,schrnutt,0.925
annually burned,2000,seneplat,0.025
annually burned,2000,solacaro,0.025
annually burned,2000,solicana,0.025
annually burned,2000,solimiss,0.05
annually burned,2000,vernbald,1.825
annually burned,2000,andrscop,34.125
annually burned,2000,bouthirs,0.125
annually burned,2000,carebrev,0.225
annually burned,2000,careheli,0.875
annually burned,2000,caremead,0.2
annually burned,2000,euphglyp,0.025
annually burned,2000,miraalbi,0.025
annually burned,2000,schepani,0.025
annually burned,2001,achimill,0.025
annually burned,2001,ambrpsil,2.025
annually burned,2001,amorcane,5.05
annually burned,2001,andrgera,44
annually burned,2001,arteludo,0.25
annually burned,2001,asclsten,0.05
annually burned,2001,asclvert,0.125
annually burned,2001,asclvird,0.625
annually burned,2001,asteeric,2.25
annually burned,2001,asteoblo,0.5
annually burned,2001,asteseri,0.15
annually burned,2001,baptbrac,0.975
annually burned,2001,boutcurt,1.875
annually burned,2001,boutgrac,0.5
annually burned,2001,callinvo,0.025
annually burned,2001,ceanherb,1.675
annually burned,2001,cirsundu,0.425
annually burned,2001,cypelupu,0.2
annually burned,2001,dicholig,0.725
annually burned,2001,koelpyra,1.25
annually burned,2001,panivirg,4.1
annually burned,2001,rosaarka,0.15
annually burned,2001,sorgnuta,14.925
annually burned,2001,sporaspe,0.4
annually burned,2001,sporhete,0.525
annually burned,2001,erigstri,0.2
annually burned,2001,kuhneupa,0.575
annually burned,2001,lespcapi,0.15
annually burned,2001,dalecand,0.2
annually burned,2001,dalepurp,0.225
annually burned,2001,physpumi,0.175
annually burned,2001,psorescu,0.075
annually burned,2001,raticolu,0.05
annually burned,2001,ruelhumi,1.25
annually burned,2001,salvpitc,3.6
annually burned,2001,schrnutt,0.9
annually burned,2001,sisycamp,0.15
annually burned,2001,solacaro,0.025
annually burned,2001,solimiss,0.075
annually burned,2001,vernbald,1.7
annually burned,2001,lespviol,0.05
annually burned,2001,andrscop,36.625
annually burned,2001,bouthirs,0.05
annually burned,2001,carebrev,0.375
annually burned,2001,careheli,1.25
annually burned,2001,caremead,0.2
annually burned,2001,hymescab,0.025
annually burned,2001,miraalbi,0.025
unburned,1984,achimill,0.2
unburned,1984,ambrpsil,2.95
unburned,1984,amorcane,1.675
unburned,1984,andrgera,77.625
unburned,1984,andrsco,7.9
unburned,1984,arteludo,2.6
unburned,1984,asclsten,0.075
unburned,1984,asclvird,0.175
unburned,1984,asteeric,6.725
unburned,1984,asteoblo,4.475
unburned,1984,asteseri,0.2
unburned,1984,baptbrac,0.375
unburned,1984,boutcurt,0.025
unburned,1984,bromjapn,0.875
unburned,1984,carxgrav,0.025
unburned,1984,carxmead,0.325
unburned,1984,ceanherb,4.15
unburned,1984,cirsundu,0.075
unburned,1984,cypelupu,0.15
unburned,1984,descpinn,0.075
unburned,1984,dicholig,0.55
unburned,1984,echiangu,0.1
unburned,1984,elymcana,3.625
unburned,1984,koelpyra,0.45
unburned,1984,muhlcusp,0.2
unburned,1984,panivirg,5.25
unburned,1984,poaprat,30.325
unburned,1984,sorgnuta,6.3
unburned,1984,spheobtu,0.025
unburned,1984,sporaspe,1.2
unburned,1984,sporhete,6.275
unburned,1984,symporbi,0.025
unburned,1984,kuhneupa,0.425
unburned,1984,lactserr,0.225
unburned,1984,lepidens,0.05
unburned,1984,dalepurp,0.15
unburned,1984,physpumi,0.5
unburned,1984,raticolu,0.075
unburned,1984,ruelhumi,0.6
unburned,1984,salvpitc,2.15
unburned,1984,schrnutt,0.35
unburned,1984,seneplat,0.025
unburned,1984,sileanti,0.05
unburned,1984,solimiss,10
unburned,1984,tragdubi,0.05
unburned,1984,triolept,0.025
unburned,1984,trioperf,0.025
unburned,1984,verbstri,0.025
unburned,1984,vernbald,0.75
unburned,1984,violrafi,0.2
unburned,1984,desmilli,0.025
unburned,1984,comaumbe,0.05
unburned,1984,taraoffi,0.025
unburned,1984,brominer,0.025
unburned,1984,corymicr,0.1
unburned,1985,achimill,0.225
unburned,1985,ambrpsil,9.575
unburned,1985,amorcane,0.825
unburned,1985,andrgera,86.625
unburned,1985,andrsco,7.375
unburned,1985,arteludo,5.55
unburned,1985,asclvird,0.15
unburned,1985,asteeric,24.45
unburned,1985,asteoblo,5.95
unburned,1985,asteseri,0.4
unburned,1985,baptaust,0.175
unburned,1985,baptbrac,0.35
unburned,1985,boutcurt,0.1
unburned,1985,bromjapn,1.875
unburned,1985,carxgrav,0.025
unburned,1985,carxmead,1.025
unburned,1985,ceanherb,4.15
unburned,1985,cirsundu,0.1
unburned,1985,descpinn,0.025
unburned,1985,dicholig,0.55
unburned,1985,echiangu,0.1
unburned,1985,elymcana,1.05
unburned,1985,koelpyra,0.1
unburned,1985,muhlcusp,0.075
unburned,1985,panivirg,3.175
unburned,1985,poaprat,43.55
unburned,1985,sorgnuta,9.375
unburned,1985,sporaspe,2.25
unburned,1985,sporhete,4.725
unburned,1985,symporbi,0.175
unburned,1985,erigstri,0.025
unburned,1985,kuhneupa,2.525
unburned,1985,lactserr,0.25
unburned,1985,lepidens,0.025
unburned,1985,oxalstri,0.075
unburned,1985,dalecand,0.025
unburned,1985,dalepurp,0.15
unburned,1985,physpumi,0.275
unburned,1985,raticolu,0.05
unburned,1985,ruelhumi,0.375
unburned,1985,salvpitc,2.45
unburned,1985,schrnutt,0.25
unburned,1985,seneplat,0.05
unburned,1985,sileanti,0.05
unburned,1985,solimiss,11.225
unburned,1985,speriner,0.025
unburned,1985,verbstri,0.025
unburned,1985,vernbald,0.925
unburned,1985,violrafi,0.175
unburned,1985,desmilli,0.025
unburned,1985,comaumbe,0.05
unburned,1985,corymicr,0.05
unburned,1986,achimill,0.9
unburned,1986,agrosmit,0.025
unburned,1986,ambrpsil,14.15
unburned,1986,amorcane,2.925
unburned,1986,andrgera,72.25
unburned,1986,andrsco,3
unburned,1986,arteludo,3.275
unburned,1986,asclsten,0.05
unburned,1986,asclvird,0.3
unburned,1986,asteeric,5.475
unburned,1986,asteoblo,3.55
unburned,1986,asteseri,0.975
unburned,1986,baptaust,0.2
unburned,1986,baptbrac,1.25
unburned,1986,boutcurt,0.475
unburned,1986,bromjapn,0.8
unburned,1986,carxgrav,0.2
unburned,1986,carxheli,0.1
unburned,1986,carxmead,0.525
unburned,1986,ceanherb,9.9
unburned,1986,cirsundu,0.1
unburned,1986,delpcaro,0.05
unburned,1986,descpinn,0.025
unburned,1986,dicholig,0.35
unburned,1986,echiangu,0.225
unburned,1986,elymcana,0.825
unburned,1986,eragspec,0.05
unburned,1986,koelpyra,0.4
unburned,1986,muhlcusp,1.65
unburned,1986,panivirg,1.5
unburned,1986,poaprat,24.025
unburned,1986,rosaarka,0.025
unburned,1986,sorgnuta,3.7
unburned,1986,sporaspe,1.025
unburned,1986,sporhete,1.85
unburned,1986,symporbi,0.9
unburned,1986,erigstri,0.175
unburned,1986,euphspat,0.075
unburned,1986,hierlong,0.025
unburned,1986,kuhneupa,1.1
unburned,1986,lactserr,0.175
unburned,1986,lepidens,0.05
unburned,1986,lespcapi,0.025
unburned,1986,liatpunc,0.025
unburned,1986,linusulc,0.025
unburned,1986,oxalstri,0.075
unburned,1986,penscoba,0.025
unburned,1986,dalecand,0.025
unburned,1986,dalepurp,0.15
unburned,1986,physpumi,2.05
unburned,1986,raticolu,0.05
unburned,1986,ruelhumi,0.775
unburned,1986,salvpitc,3.1
unburned,1986,schrnutt,0.325
unburned,1986,seneplat,0.05
unburned,1986,sisycamp,0.05
unburned,1986,solicana,0.025
unburned,1986,solimiss,5
unburned,1986,speriner,0.075
unburned,1986,tragdubi,0.2
unburned,1986,vernbald,0.975
unburned,1986,violrafi,0.025
unburned,1986,desmilli,0.025
unburned,1986,verbblat,0.025
unburned,1987,achimill,0.85
unburned,1987,ambrpsil,9.925
unburned,1987,amorcane,1.275
unburned,1987,andrgera,65.375
unburned,1987,andrsco,0.75
unburned,1987,antenegl,0.025
unburned,1987,arteludo,4.225
unburned,1987,asclsten,0.025
unburned,1987,asclvird,0.125
unburned,1987,asteeric,2.25
unburned,1987,asteoblo,1.325
unburned,1987,asteseri,1
unburned,1987,baptaust,0.175
unburned,1987,baptbrac,0.775
unburned,1987,boutcurt,0.5
unburned,1987,bromjapn,0.025
unburned,1987,bromtect,0.025
unburned,1987,carxbrev,0.05
unburned,1987,carxgrav,0.05
unburned,1987,carxheli,0.125
unburned,1987,carxmead,0.275
unburned,1987,ceanherb,8.6
unburned,1987,cirsundu,0.075
unburned,1987,descpinn,0.025
unburned,1987,dicholig,0.275
unburned,1987,echiangu,0.075
unburned,1987,elymcana,1.075
unburned,1987,eragspec,0.1
unburned,1987,koelpyra,0.2
unburned,1987,muhlcusp,0.45
unburned,1987,panivirg,0.9
unburned,1987,poaprat,28.275
unburned,1987,rosaarka,0.025
unburned,1987,sorgnuta,3.625
unburned,1987,sporaspe,0.975
unburned,1987,sporhete,2.65
unburned,1987,symporbi,0.9
unburned,1987,erigstri,0.025
unburned,1987,euphspat,0.025
unburned,1987,hierlong,0.05
unburned,1987,kuhneupa,0.725
unburned,1987,lactserr,0.2
unburned,1987,lespcapi,0.025
unburned,1987,linusulc,0.075
unburned,1987,lomafoen,0.025
unburned,1987,oxalstri,0.2
unburned,1987,dalecand,0.175
unburned,1987,dalepurp,0.15
unburned,1987,physpumi,0.9
unburned,1987,psorescu,0.025
unburned,1987,raticolu,0.075
unburned,1987,ruelhumi,0.575
unburned,1987,salvpitc,1.725
unburned,1987,schrnutt,0.475
unburned,1987,seneplat,0.05
unburned,1987,sisycamp,0.1
unburned,1987,solimiss,2.025
unburned,1987,speriner,0.05
unburned,1987,tragbeto,0.025
unburned,1987,tragdubi,0.45
unburned,1987,vernbald,1.6
unburned,1987,violrafi,0.125
unburned,1987,desmilli,0.025
unburned,1987,ulmuamer,0.025
unburned,1988,achimill,0.325
unburned,1988,ambrpsil,0.6
unburned,1988,amorcane,1.5
unburned,1988,andrgera,59.525
unburned,1988,andrsco,1.125
unburned,1988,arteludo,1.15
unburned,1988,asclsten,0.075
unburned,1988,asclvird,0.125
unburned,1988,asteeric,1.6
unburned,1988,asteoblo,1.15
unburned,1988,asteseri,0.55
unburned,1988,baptaust,0.175
unburned,1988,baptbrac,0.25
unburned,1988,boutcurt,0.55
unburned,1988,bromjapn,0.15
unburned,1988,bromtect,0.025
unburned,1988,callalca,0.025
unburned,1988,carxheli,0.175
unburned,1988,carxmead,0.3
unburned,1988,ceanherb,8.675
unburned,1988,cirsundu,0.2
unburned,1988,descpinn,0.025
unburned,1988,dicholig,0.2
unburned,1988,echiangu,0.1
unburned,1988,elymcana,0.275
unburned,1988,koelpyra,0.025
unburned,1988,muhlcusp,0.3
unburned,1988,panivirg,1.225
unburned,1988,poaprat,28.825
unburned,1988,rosaarka,0.025
unburned,1988,sorgnuta,2.25
unburned,1988,sporaspe,1.55
unburned,1988,sporhete,5.8
unburned,1988,symporbi,0.925
unburned,1988,hierlong,0.05
unburned,1988,kuhneupa,1.7
unburned,1988,lactserr,0.05
unburned,1988,lespcapi,0.025
unburned,1988,oxalstri,0.05
unburned,1988,dalecand,0.025
unburned,1988,dalepurp,0.125
unburned,1988,physpumi,1.4
unburned,1988,raticolu,0.025
unburned,1988,ruelhumi,1.3
unburned,1988,salvpitc,2.35
unburned,1988,schrnutt,0.6
unburned,1988,sisycamp,0.025
unburned,1988,solicana,0.025
unburned,1988,solimiss,6.025
unburned,1988,tragdubi,0.225
unburned,1988,vernbald,1.6
unburned,1988,violrafi,0.075
unburned,1988,desmilli,0.025
unburned,1988,asclsyri,0.025
unburned,1988,euphcoro,0.025
unburned,1989,achimill,0.425
unburned,1989,ambrpsil,3.35
unburned,1989,amorcane,2.15
unburned,1989,andrgera,71.375
unburned,1989,andrsco,1.15
unburned,1989,arteludo,2.475
unburned,1989,asclsten,0.05
unburned,1989,asclvert,0.025
unburned,1989,asclvird,0.25
unburned,1989,asteeric,6.075
unburned,1989,asteoblo,2
unburned,1989,asteseri,1.125
unburned,1989,baptaust,0.225
unburned,1989,baptbrac,1.525
unburned,1989,boutcurt,0.55
unburned,1989,carxbrev,0.075
unburned,1989,carxheli,0.375
unburned,1989,carxmead,0.4
unburned,1989,ceanherb,7.45
unburned,1989,cirsundu,0.375
unburned,1989,dicholig,0.25
unburned,1989,echiangu,0.6
unburned,1989,elymcana,0.075
unburned,1989,muhlcusp,1.65
unburned,1989,panivirg,1.575
unburned,1989,poaprat,24.45
unburned,1989,rosaarka,0.15
unburned,1989,sorgnuta,6.625
unburned,1989,sporaspe,3.675
unburned,1989,sporhete,6.5
unburned,1989,symporbi,1.075
unburned,1989,euphmarg,0.075
unburned,1989,euphspat,0.175
unburned,1989,hierlong,0.3
unburned,1989,kuhneupa,2.1
unburned,1989,lactserr,0.05
unburned,1989,liatpunc,0.025
unburned,1989,linusulc,0.025
unburned,1989,dalecand,0.175
unburned,1989,dalepurp,0.25
unburned,1989,physpumi,2.725
unburned,1989,psorescu,0.025
unburned,1989,raticolu,0.025
unburned,1989,ruelhumi,1.05
unburned,1989,salvpitc,4.55
unburned,1989,schrnutt,0.6
unburned,1989,sisycamp,0.025
unburned,1989,solacaro,0.15
unburned,1989,solicana,0.15
unburned,1989,solimiss,4.175
unburned,1989,tragdubi,0.15
unburned,1989,vernbald,2.125
unburned,1989,desmilli,0.025
unburned,1989,leptcogn,0.15
unburned,1989,euphcoro,0.2
unburned,1989,setaglau,1.525
unburned,1989,soncaspe,0.1
unburned,1989,solaamer,0.15
unburned,1989,annuforb,0.025
unburned,1990,achimill,1.525
unburned,1990,ambrpsil,10
unburned,1990,amorcane,2.625
unburned,1990,andrgera,67.25
unburned,1990,andrsco,0.725
unburned,1990,antenegl,0.025
unburned,1990,arteludo,5
unburned,1990,asclsten,0.025
unburned,1990,asclvert,0.025
unburned,1990,asclvird,0.175
unburned,1990,asteeric,5.175
unburned,1990,asteoblo,2.35
unburned,1990,asteseri,0.875
unburned,1990,baptaust,0.2
unburned,1990,baptbrac,2.125
unburned,1990,boutcurt,0.6
unburned,1990,carxbrev,1.15
unburned,1990,carxgrav,0.15
unburned,1990,carxheli,0.15
unburned,1990,carxmead,0.75
unburned,1990,ceanherb,6.95
unburned,1990,cirsundu,0.35
unburned,1990,dicholig,0.85
unburned,1990,echiangu,0.125
unburned,1990,elymcana,0.35
unburned,1990,eragspec,0.05
unburned,1990,koelpyra,0.05
unburned,1990,muhlcusp,1.05
unburned,1990,panivirg,1.175
unburned,1990,poaprat,29.55
unburned,1990,rosaarka,0.025
unburned,1990,sorgnuta,10.275
unburned,1990,sporaspe,2.975
unburned,1990,sporhete,5.175
unburned,1990,symporbi,1.675
unburned,1990,euphmarg,0.025
unburned,1990,euphspat,0.05
unburned,1990,hierlong,0.025
unburned,1990,kuhneupa,1.375
unburned,1990,lactserr,0.05
unburned,1990,lepidens,0.025
unburned,1990,lespcapi,0.05
unburned,1990,linusulc,0.05
unburned,1990,lithinci,0.025
unburned,1990,oxalstri,0.2
unburned,1990,dalecand,0.15
unburned,1990,dalepurp,0.275
unburned,1990,physpumi,1.35
unburned,1990,psorescu,0.15
unburned,1990,raticolu,0.025
unburned,1990,ruelhumi,0.95
unburned,1990,salvpitc,2.975
unburned,1990,schrnutt,0.475
unburned,1990,sisycamp,0.025
unburned,1990,solicana,0.15
unburned,1990,solimiss,2.775
unburned,1990,speriner,0.025
unburned,1990,tragdubi,0.1
unburned,1990,trioperf,0.025
unburned,1990,vernbald,3.975
unburned,1990,violrafi,0.375
unburned,1990,desmilli,0.025
unburned,1990,leptcogn,0.075
unburned,1990,tridflav,0.025
unburned,1990,solaamer,0.025
unburned,1990,corymicr,0.025
unburned,1990,annuforb,0.025
unburned,1991,achimill,1.4
unburned,1991,ambrpsil,6.8
unburned,1991,amorcane,3.375
unburned,1991,andrgera,59.375
unburned,1991,andrsco,0.7
unburned,1991,antenegl,0.025
unburned,1991,arteludo,4.475
unburned,1991,asclsten,0.2
unburned,1991,asclvert,0.025
unburned,1991,asclvird,0.8
unburned,1991,asteeric,6.7
unburned,1991,asteoblo,4.9
unburned,1991,asteseri,0.925
unburned,1991,baptaust,0.2
unburned,1991,baptbrac,0.9
unburned,1991,boutcurt,1.575
unburned,1991,boutgrac,0.15
unburned,1991,callinvo,0.05
unburned,1991,carxbrev,0.35
unburned,1991,carxgrav,0.025
unburned,1991,carxheli,0.275
unburned,1991,carxmead,1.9
unburned,1991,ceanherb,3.35
unburned,1991,cirsundu,0.35
unburned,1991,delpcaro,0.025
unburned,1991,dicholig,0.775
unburned,1991,echiangu,0.35
unburned,1991,elymcana,0.525
unburned,1991,koelpyra,0.05
unburned,1991,muhlcusp,0.45
unburned,1991,panivirg,1.7
unburned,1991,poaprat,9.85
unburned,1991,rosaarka,0.15
unburned,1991,sorgnuta,7.9
unburned,1991,sporaspe,3.325
unburned,1991,sporhete,3.25
unburned,1991,symporbi,0.95
unburned,1991,euphmarg,0.175
unburned,1991,hierlong,0.025
unburned,1991,kuhneupa,3.525
unburned,1991,lepidens,0.05
unburned,1991,lespcapi,0.175
unburned,1991,linusulc,0.05
unburned,1991,oxalstri,0.475
unburned,1991,dalecand,0.15
unburned,1991,dalepurp,1.1
unburned,1991,physpumi,5.975
unburned,1991,raticolu,0.025
unburned,1991,ruelhumi,1.825
unburned,1991,salvpitc,2.95
unburned,1991,schrnutt,1.2
unburned,1991,sisycamp,0.025
unburned,1991,solicana,0.15
unburned,1991,solimiss,4.5
unburned,1991,tragbeto,0.05
unburned,1991,tragdubi,0.025
unburned,1991,vernbald,3.525
unburned,1991,desmilli,0.175
unburned,1991,violpeda,0.05
unburned,1991,leptcogn,0.05
unburned,1991,euphnuta,0.025
unburned,1991,solaamer,0.05
unburned,1991,cirsalti,0.25
unburned,1991,annuforb,0.025
unburned,1992,achimill,0.225
unburned,1992,ambrpsil,0.775
unburned,1992,amorcane,6.075
unburned,1992,andrgera,39.25
unburned,1992,andrsco,0.45
unburned,1992,antenegl,0.025
unburned,1992,arteludo,1.525
unburned,1992,asclsten,0.275
unburned,1992,asclvert,0.025
unburned,1992,asclvird,0.8
unburned,1992,asteeric,2.875
unburned,1992,asteoblo,0.85
unburned,1992,asteseri,0.375
unburned,1992,astrcras,0.15
unburned,1992,baptbrac,1.2
unburned,1992,boutcurt,6.45
unburned,1992,boutgrac,0.15
unburned,1992,bromjapn,0.15
unburned,1992,callinvo,0.025
unburned,1992,carxbrev,1.7
unburned,1992,carxheli,0.025
unburned,1992,carxmead,0.225
unburned,1992,ceanherb,5.1
unburned,1992,cirsundu,0.275
unburned,1992,delpcaro,0.05
unburned,1992,descpinn,0.05
unburned,1992,dicholig,1.1
unburned,1992,echiangu,0.6
unburned,1992,elymcana,0.025
unburned,1992,eragspec,0.9
unburned,1992,festocto,0.025
unburned,1992,koelpyra,0.675
unburned,1992,muhlcusp,0.45
unburned,1992,panivirg,4.5
unburned,1992,poaprat,24.975
unburned,1992,rosaarka,0.15
unburned,1992,sorgnuta,18.375
unburned,1992,sporaspe,3.6
unburned,1992,sporhete,5.55
unburned,1992,symporbi,0.325
unburned,1992,euphmarg,0.025
unburned,1992,euphspat,0.425
unburned,1992,hierlong,0.15
unburned,1992,kuhneupa,3.05
unburned,1992,lactserr,0.075
unburned,1992,lepidens,0.2
unburned,1992,lespcapi,0.175
unburned,1992,linusulc,0.275
unburned,1992,oxalstri,1.35
unburned,1992,dalecand,0.15
unburned,1992,dalepurp,0.1
unburned,1992,physpumi,5.675
unburned,1992,ruelhumi,1.4
unburned,1992,salvpitc,1.375
unburned,1992,schrnutt,3
unburned,1992,sileanti,0.2
unburned,1992,solacaro,0.8
unburned,1992,solimiss,3.125
unburned,1992,speriner,0.25
unburned,1992,tragbeto,0.025
unburned,1992,tragdubi,0.025
unburned,1992,triolept,0.125
unburned,1992,trioperf,0.15
unburned,1992,vernbald,1.5
unburned,1992,violrafi,0.225
unburned,1992,lespviol,0.025
unburned,1992,desmilli,0.15
unburned,1992,asclsyri,0.025
unburned,1992,leptcogn,0.175
unburned,1992,rhusglab,0.025
unburned,1992,miraline,0.025
unburned,1992,cirsalti,0.125
unburned,1992,prunvirg,0.025
unburned,1993,achimill,0.025
unburned,1993,ambrpsil,0.825
unburned,1993,amorcane,4.2
unburned,1993,andrgera,47.625
unburned,1993,andrsco,2.7
unburned,1993,arteludo,2.275
unburned,1993,asclsten,0.15
unburned,1993,asclvert,0.15
unburned,1993,asclvird,0.825
unburned,1993,asteeric,8.125
unburned,1993,asteoblo,2.75
unburned,1993,asteseri,0.5
unburned,1993,baptaust,0.3
unburned,1993,baptbrac,1.65
unburned,1993,boutcurt,6.025
unburned,1993,callinvo,0.025
unburned,1993,ceanherb,8.325
unburned,1993,cirsundu,0.35
unburned,1993,delpcaro,0.15
unburned,1993,dicholig,2.45
unburned,1993,echiangu,0.05
unburned,1993,elymcana,0.475
unburned,1993,eragspec,0.625
unburned,1993,koelpyra,0.525
unburned,1993,muhlcusp,0.45
unburned,1993,panivirg,3.6
unburned,1993,poaprat,26.65
unburned,1993,rosaarka,0.15
unburned,1993,sorgnuta,20.625
unburned,1993,spheobtu,0.6
unburned,1993,sporaspe,4.35
unburned,1993,sporhete,5.1
unburned,1993,symporbi,1.075
unburned,1993,erigstri,0.025
unburned,1993,euphspat,0.125
unburned,1993,hierlong,0.15
unburned,1993,kuhneupa,2.775
unburned,1993,lactserr,0.175
unburned,1993,lepidens,0.025
unburned,1993,lespcapi,0.325
unburned,1993,linusulc,0.05
unburned,1993,oxalstri,1.025
unburned,1993,dalecand,0.15
unburned,1993,dalepurp,0.35
unburned,1993,physpumi,4.275
unburned,1993,psorescu,0.025
unburned,1993,ruelhumi,1.875
unburned,1993,salvpitc,2.25
unburned,1993,schrnutt,0.6
unburned,1993,solacaro,0.3
unburned,1993,solimiss,2.325
unburned,1993,tragbeto,0.175
unburned,1993,tragdubi,0.025
unburned,1993,trioperf,0.025
unburned,1993,vernbald,0.925
unburned,1993,violrafi,0.1
unburned,1993,desmilli,0.15
unburned,1993,corndrum,0.025
unburned,1993,carespp.,11.1
unburned,1993,euphcyat,0.025
unburned,1993,cirsalti,0.975
unburned,1993,prunvirg,0.025
unburned,1994,achimill,0.3
unburned,1994,ambrpsil,0.675
unburned,1994,amorcane,2.55
unburned,1994,andrgera,66.625
unburned,1994,andrsco,0.675
unburned,1994,antenegl,0.025
unburned,1994,apoccann,0.025
unburned,1994,arteludo,1.2
unburned,1994,asclsten,0.225
unburned,1994,asclvert,0.025
unburned,1994,asclvird,0.825
unburned,1994,asteeric,3.825
unburned,1994,asteoblo,3.6
unburned,1994,asteseri,0.3
unburned,1994,baptaust,0.925
unburned,1994,baptbrac,0.775
unburned,1994,boutcurt,0.65
unburned,1994,bromjapn,0.025
unburned,1994,callinvo,0.15
unburned,1994,carxmead,0.325
unburned,1994,ceanherb,4.075
unburned,1994,cirsundu,0.325
unburned,1994,dicholig,1.975
unburned,1994,echiangu,0.025
unburned,1994,elymcana,0.1
unburned,1994,koelpyra,0.15
unburned,1994,muhlcusp,0.45
unburned,1994,panivirg,1.25
unburned,1994,poaprat,24.05
unburned,1994,rosaarka,0.15
unburned,1994,sorgnuta,5.875
unburned,1994,spheobtu,0.025
unburned,1994,sporaspe,2.225
unburned,1994,sporhete,5.325
unburned,1994,euphmarg,0.025
unburned,1994,euphspat,0.25
unburned,1994,kuhneupa,2.075
unburned,1994,lespcapi,0.1
unburned,1994,linusulc,0.025
unburned,1994,lomafoen,0.025
unburned,1994,oxalstri,0.125
unburned,1994,dalecand,0.3
unburned,1994,dalepurp,0.175
unburned,1994,physpumi,5.15
unburned,1994,psorescu,0.15
unburned,1994,ruelhumi,1.525
unburned,1994,salvpitc,2.2
unburned,1994,schrnutt,1.2
unburned,1994,solacaro,0.2
unburned,1994,solicana,0.75
unburned,1994,solimiss,3.75
unburned,1994,speriner,0.05
unburned,1994,trioperf,0.025
unburned,1994,vernbald,1.625
unburned,1994,violrafi,0.075
unburned,1994,desmilli,0.3
unburned,1994,acalvirg,0.05
unburned,1994,corndrum,0.15
unburned,1994,carespp.,1.75
unburned,1994,euphcyat,0.025
unburned,1994,rubuostr,1.1
unburned,1994,cirsalti,1.825
unburned,1995,achimill,0.7
unburned,1995,ambrpsil,0.925
unburned,1995,amorcane,3.025
unburned,1995,andrgera,73.125
unburned,1995,andrsco,0.475
unburned,1995,arteludo,1.8
unburned,1995,asclvird,0.475
unburned,1995,asteeric,4.8
unburned,1995,asteoblo,2.85
unburned,1995,asteseri,0.6
unburned,1995,baptaust,0.3
unburned,1995,baptbrac,0.9
unburned,1995,boutcurt,0.775
unburned,1995,callinvo,0.15
unburned,1995,carxmead,0.8
unburned,1995,ceanherb,6.6
unburned,1995,cirsundu,0.2
unburned,1995,dicholig,2.35
unburned,1995,echiangu,0.2
unburned,1995,elymcana,0.575
unburned,1995,koelpyra,0.15
unburned,1995,muhlcusp,0.45
unburned,1995,panivirg,0.95
unburned,1995,poaprat,44.175
unburned,1995,rosaarka,0.15
unburned,1995,sorgnuta,3.45
unburned,1995,sporaspe,1.375
unburned,1995,sporhete,4.25
unburned,1995,symporbi,0.625
unburned,1995,euphspat,0.125
unburned,1995,hierlong,0.025
unburned,1995,kuhneupa,2.3
unburned,1995,lactserr,0.075
unburned,1995,lespcapi,0.5
unburned,1995,oxalstri,0.3
unburned,1995,dalepurp,0.025
unburned,1995,physpumi,1.3
unburned,1995,ruelhumi,2.5
unburned,1995,salvpitc,1.85
unburned,1995,seneplat,0.025
unburned,1995,sisycamp,0.2
unburned,1995,solacaro,0.2
unburned,1995,solicana,0.75
unburned,1995,solimiss,2.125
unburned,1995,trioperf,0.025
unburned,1995,vernbald,1.025
unburned,1995,violrafi,0.125
unburned,1995,desmilli,0.15
unburned,1995,acalvirg,0.15
unburned,1995,corndrum,0.15
unburned,1995,carespp.,1.2
unburned,1995,rhusglab,0.15
unburned,1995,rubuostr,0.05
unburned,1995,cirsalti,2.375
unburned,1996,achimill,0.625
unburned,1996,ambrpsil,1.275
unburned,1996,amorcane,3.1
